,Tile_ID,Lat1,Lat2,Long1,Long2,Mid_lat,Mid_long
0,0,37.708251,37.70915460526315,-122.39131347826087,-122.3924535942029,37.708703,-122.391884
1,1,37.708251,37.70915460526315,-122.3924535942029,-122.39359371014493,37.708703,-122.393024
2,2,37.708251,37.70915460526315,-122.39359371014493,-122.39473382608696,37.708703,-122.394164
3,3,37.708251,37.70915460526315,-122.39473382608696,-122.39587394202898,37.708703,-122.395304
4,4,37.708251,37.70915460526315,-122.39587394202898,-122.39701405797102,37.708703,-122.396444
5,5,37.708251,37.70915460526315,-122.39701405797102,-122.39815417391306,37.708703,-122.397584
6,6,37.708251,37.70915460526315,-122.39815417391306,-122.39929428985508,37.708703,-122.398724
7,7,37.708251,37.70915460526315,-122.39929428985508,-122.40043440579711,37.708703,-122.399864
8,8,37.708251,37.70915460526315,-122.40043440579711,-122.40157452173914,37.708703,-122.401004
9,9,37.708251,37.70915460526315,-122.40157452173914,-122.40271463768117,37.708703,-122.402145
10,10,37.708251,37.70915460526315,-122.40271463768117,-122.4038547536232,37.708703,-122.403285
11,11,37.708251,37.70915460526315,-122.4038547536232,-122.40499486956523,37.708703,-122.404425
12,12,37.708251,37.70915460526315,-122.40499486956523,-122.40613498550725,37.708703,-122.405565
13,13,37.708251,37.70915460526315,-122.40613498550725,-122.40727510144929,37.708703,-122.406705
14,14,37.708251,37.70915460526315,-122.40727510144929,-122.40841521739131,37.708703,-122.407845
15,15,37.708251,37.70915460526315,-122.40841521739131,-122.40955533333334,37.708703,-122.408985
16,16,37.708251,37.70915460526315,-122.40955533333334,-122.41069544927537,37.708703,-122.410125
17,17,37.708251,37.70915460526315,-122.41069544927537,-122.4118355652174,37.708703,-122.411266
18,18,37.708251,37.70915460526315,-122.4118355652174,-122.41297568115942,37.708703,-122.412406
19,19,37.708251,37.70915460526315,-122.41297568115942,-122.41411579710146,37.708703,-122.413546
20,20,37.708251,37.70915460526315,-122.41411579710146,-122.41525591304348,37.708703,-122.414686
21,21,37.708251,37.70915460526315,-122.41525591304348,-122.41639602898552,37.708703,-122.415826
22,22,37.708251,37.70915460526315,-122.41639602898552,-122.41753614492754,37.708703,-122.416966
23,23,37.708251,37.70915460526315,-122.41753614492754,-122.41867626086957,37.708703,-122.418106
24,24,37.708251,37.70915460526315,-122.41867626086957,-122.4198163768116,37.708703,-122.419246
25,25,37.708251,37.70915460526315,-122.4198163768116,-122.42095649275363,37.708703,-122.420386
26,26,37.708251,37.70915460526315,-122.42095649275363,-122.42209660869565,37.708703,-122.421527
27,27,37.708251,37.70915460526315,-122.42209660869565,-122.42323672463769,37.708703,-122.422667
28,28,37.708251,37.70915460526315,-122.42323672463769,-122.42437684057971,37.708703,-122.423807
29,29,37.708251,37.70915460526315,-122.42437684057971,-122.42551695652175,37.708703,-122.424947
30,30,37.708251,37.70915460526315,-122.42551695652175,-122.42665707246377,37.708703,-122.426087
31,31,37.708251,37.70915460526315,-122.42665707246377,-122.4277971884058,37.708703,-122.427227
32,32,37.708251,37.70915460526315,-122.4277971884058,-122.42893730434783,37.708703,-122.428367
33,33,37.708251,37.70915460526315,-122.42893730434783,-122.43007742028986,37.708703,-122.429507
34,34,37.708251,37.70915460526315,-122.43007742028986,-122.43121753623188,37.708703,-122.430647
35,35,37.708251,37.70915460526315,-122.43121753623188,-122.43235765217392,37.708703,-122.431788
36,36,37.708251,37.70915460526315,-122.43235765217392,-122.43349776811594,37.708703,-122.432928
37,37,37.708251,37.70915460526315,-122.43349776811594,-122.43463788405798,37.708703,-122.434068
38,38,37.708251,37.70915460526315,-122.43463788405798,-122.435778,37.708703,-122.435208
39,39,37.708251,37.70915460526315,-122.435778,-122.43691811594204,37.708703,-122.436348
40,40,37.708251,37.70915460526315,-122.43691811594204,-122.43805823188407,37.708703,-122.437488
41,41,37.708251,37.70915460526315,-122.43805823188407,-122.43919834782609,37.708703,-122.438628
42,42,37.708251,37.70915460526315,-122.43919834782609,-122.44033846376813,37.708703,-122.439768
43,43,37.708251,37.70915460526315,-122.44033846376813,-122.44147857971015,37.708703,-122.440909
44,44,37.708251,37.70915460526315,-122.44147857971015,-122.44261869565219,37.708703,-122.442049
45,45,37.708251,37.70915460526315,-122.44261869565219,-122.44375881159421,37.708703,-122.443189
46,46,37.708251,37.70915460526315,-122.44375881159421,-122.44489892753624,37.708703,-122.444329
47,47,37.708251,37.70915460526315,-122.44489892753624,-122.44603904347827,37.708703,-122.445469
48,48,37.708251,37.70915460526315,-122.44603904347827,-122.4471791594203,37.708703,-122.446609
49,49,37.708251,37.70915460526315,-122.4471791594203,-122.44831927536232,37.708703,-122.447749
50,50,37.708251,37.70915460526315,-122.44831927536232,-122.44945939130436,37.708703,-122.448889
51,51,37.708251,37.70915460526315,-122.44945939130436,-122.45059950724638,37.708703,-122.450029
52,52,37.708251,37.70915460526315,-122.45059950724638,-122.45173962318842,37.708703,-122.45117
53,53,37.708251,37.70915460526315,-122.45173962318842,-122.45287973913044,37.708703,-122.45231
54,54,37.708251,37.70915460526315,-122.45287973913044,-122.45401985507247,37.708703,-122.45345
55,55,37.708251,37.70915460526315,-122.45401985507247,-122.4551599710145,37.708703,-122.45459
56,56,37.708251,37.70915460526315,-122.4551599710145,-122.45630008695653,37.708703,-122.45573
57,57,37.708251,37.70915460526315,-122.45630008695653,-122.45744020289855,37.708703,-122.45687
58,58,37.708251,37.70915460526315,-122.45744020289855,-122.45858031884059,37.708703,-122.45801
59,59,37.708251,37.70915460526315,-122.45858031884059,-122.45972043478261,37.708703,-122.45915
60,60,37.708251,37.70915460526315,-122.45972043478261,-122.46086055072465,37.708703,-122.46029
61,61,37.708251,37.70915460526315,-122.46086055072465,-122.46200066666667,37.708703,-122.461431
62,62,37.708251,37.70915460526315,-122.46200066666667,-122.4631407826087,37.708703,-122.462571
63,63,37.708251,37.70915460526315,-122.4631407826087,-122.46428089855073,37.708703,-122.463711
64,64,37.708251,37.70915460526315,-122.46428089855073,-122.46542101449276,37.708703,-122.464851
65,65,37.708251,37.70915460526315,-122.46542101449276,-122.46656113043478,37.708703,-122.465991
66,66,37.708251,37.70915460526315,-122.46656113043478,-122.46770124637682,37.708703,-122.467131
67,67,37.708251,37.70915460526315,-122.46770124637682,-122.46884136231884,37.708703,-122.468271
68,68,37.708251,37.70915460526315,-122.46884136231884,-122.46998147826088,37.708703,-122.469411
69,69,37.708251,37.70915460526315,-122.46998147826088,-122.4711215942029,37.708703,-122.470552
70,70,37.708251,37.70915460526315,-122.4711215942029,-122.47226171014493,37.708703,-122.471692
71,71,37.708251,37.70915460526315,-122.47226171014493,-122.47340182608696,37.708703,-122.472832
72,72,37.708251,37.70915460526315,-122.47340182608696,-122.47454194202899,37.708703,-122.473972
73,73,37.708251,37.70915460526315,-122.47454194202899,-122.47568205797103,37.708703,-122.475112
74,74,37.708251,37.70915460526315,-122.47568205797103,-122.47682217391305,37.708703,-122.476252
75,75,37.708251,37.70915460526315,-122.47682217391305,-122.47796228985509,37.708703,-122.477392
76,76,37.708251,37.70915460526315,-122.47796228985509,-122.47910240579711,37.708703,-122.478532
77,77,37.708251,37.70915460526315,-122.47910240579711,-122.48024252173914,37.708703,-122.479672
78,78,37.708251,37.70915460526315,-122.48024252173914,-122.48138263768116,37.708703,-122.480813
79,79,37.708251,37.70915460526315,-122.48138263768116,-122.4825227536232,37.708703,-122.481953
80,80,37.708251,37.70915460526315,-122.4825227536232,-122.48366286956522,37.708703,-122.483093
81,81,37.708251,37.70915460526315,-122.48366286956522,-122.48480298550726,37.708703,-122.484233
82,82,37.708251,37.70915460526315,-122.48480298550726,-122.48594310144928,37.708703,-122.485373
83,83,37.708251,37.70915460526315,-122.48594310144928,-122.48708321739132,37.708703,-122.486513
84,84,37.708251,37.70915460526315,-122.48708321739132,-122.48822333333334,37.708703,-122.487653
85,85,37.708251,37.70915460526315,-122.48822333333334,-122.48936344927537,37.708703,-122.488793
86,86,37.708251,37.70915460526315,-122.48936344927537,-122.4905035652174,37.708703,-122.489934
87,87,37.708251,37.70915460526315,-122.4905035652174,-122.49164368115943,37.708703,-122.491074
88,88,37.708251,37.70915460526315,-122.49164368115943,-122.49278379710145,37.708703,-122.492214
89,89,37.708251,37.70915460526315,-122.49278379710145,-122.49392391304349,37.708703,-122.493354
90,90,37.708251,37.70915460526315,-122.49392391304349,-122.49506402898551,37.708703,-122.494494
91,91,37.708251,37.70915460526315,-122.49506402898551,-122.49620414492755,37.708703,-122.495634
92,92,37.708251,37.70915460526315,-122.49620414492755,-122.49734426086957,37.708703,-122.496774
93,93,37.708251,37.70915460526315,-122.49734426086957,-122.4984843768116,37.708703,-122.497914
94,94,37.708251,37.70915460526315,-122.4984843768116,-122.49962449275363,37.708703,-122.499054
95,95,37.708251,37.70915460526315,-122.49962449275363,-122.50076460869566,37.708703,-122.500195
96,96,37.708251,37.70915460526315,-122.50076460869566,-122.50190472463768,37.708703,-122.501335
97,97,37.708251,37.70915460526315,-122.50190472463768,-122.50304484057972,37.708703,-122.502475
98,98,37.708251,37.70915460526315,-122.50304484057972,-122.50418495652174,37.708703,-122.503615
99,99,37.70915460526315,37.71005821052631,-122.37535185507247,-122.3764919710145,37.709606,-122.375922
100,100,37.70915460526315,37.71005821052631,-122.3764919710145,-122.37763208695652,37.709606,-122.377062
101,101,37.70915460526315,37.71005821052631,-122.37763208695652,-122.37877220289856,37.709606,-122.378202
102,102,37.70915460526315,37.71005821052631,-122.37877220289856,-122.37991231884058,37.709606,-122.379342
103,103,37.70915460526315,37.71005821052631,-122.37991231884058,-122.38105243478262,37.709606,-122.380482
104,104,37.70915460526315,37.71005821052631,-122.38105243478262,-122.38219255072464,37.709606,-122.381622
105,105,37.70915460526315,37.71005821052631,-122.38219255072464,-122.38333266666667,37.709606,-122.382763
106,106,37.70915460526315,37.71005821052631,-122.38333266666667,-122.3844727826087,37.709606,-122.383903
107,107,37.70915460526315,37.71005821052631,-122.3844727826087,-122.38561289855073,37.709606,-122.385043
108,108,37.70915460526315,37.71005821052631,-122.38561289855073,-122.38675301449275,37.709606,-122.386183
109,109,37.70915460526315,37.71005821052631,-122.38675301449275,-122.38789313043479,37.709606,-122.387323
110,110,37.70915460526315,37.71005821052631,-122.38789313043479,-122.38903324637681,37.709606,-122.388463
111,111,37.70915460526315,37.71005821052631,-122.38903324637681,-122.39017336231885,37.709606,-122.389603
